1	19.175	83.625
2	19.175	84.675
3	19.175	84.725
4	19.125	83.625
5	19.125	83.675
6	19.125	84.625
7	19.125	84.675
8	19.125	84.725
9	19.075	83.475
10	19.075	83.525
11	19.075	83.575
12	19.075	83.625
13	19.075	83.675
14	19.075	84.525
15	19.075	84.575
16	19.075	84.625
17	19.075	84.675
18	19.075	84.725
19	19.075	84.775
20	19.025	83.325
21	19.025	83.375
22	19.025	83.425
23	19.025	83.475
24	19.025	83.525
25	19.025	83.575
26	19.025	83.625
27	19.025	83.675
28	19.025	83.725
29	19.025	83.775
30	19.025	84.425
31	19.025	84.475
32	19.025	84.525
33	19.025	84.575
34	19.025	84.625
35	19.025	84.675
36	19.025	84.725
37	18.975	83.325
38	18.975	83.375
39	18.975	83.425
40	18.975	83.475
41	18.975	83.525
42	18.975	83.575
43	18.975	83.625
44	18.975	83.675
45	18.975	83.725
46	18.975	83.775
47	18.975	83.825
48	18.975	84.425
49	18.975	84.475
50	18.975	84.525
51	18.975	84.575
52	18.975	84.625
53	18.975	84.675
54	18.975	84.725
55	18.925	83.325
56	18.925	83.375
57	18.925	83.425
58	18.925	83.475
59	18.925	83.525
60	18.925	83.575
61	18.925	83.625
62	18.925	83.675
63	18.925	83.725
64	18.925	83.775
65	18.925	83.825
66	18.925	84.375
67	18.925	84.425
68	18.925	84.475
69	18.925	84.525
70	18.925	84.575
71	18.925	84.625
72	18.925	84.675
73	18.875	83.375
74	18.875	83.425
75	18.875	83.475
76	18.875	83.525
77	18.875	83.575
78	18.875	83.625
79	18.875	83.675
80	18.875	83.725
81	18.875	83.775
82	18.875	83.825
83	18.875	83.875
84	18.875	84.325
85	18.875	84.375
86	18.875	84.425
87	18.875	84.475
88	18.875	84.525
89	18.875	84.575
90	18.875	84.625
91	18.825	83.275
92	18.825	83.325
93	18.825	83.375
94	18.825	83.425
95	18.825	83.475
96	18.825	83.525
97	18.825	83.575
98	18.825	83.625
99	18.825	83.675
100	18.825	83.725
101	18.825	83.775
102	18.825	83.825
103	18.825	83.875
104	18.825	83.925
105	18.825	83.975
106	18.825	84.025
107	18.825	84.325
108	18.825	84.375
109	18.825	84.425
110	18.825	84.475
111	18.825	84.525
112	18.825	84.575
113	18.775	83.225
114	18.775	83.275
115	18.775	83.325
116	18.775	83.375
117	18.775	83.425
118	18.775	83.475
119	18.775	83.525
120	18.775	83.575
121	18.775	83.625
122	18.775	83.675
123	18.775	83.725
124	18.775	83.775
125	18.775	83.825
126	18.775	83.875
127	18.775	83.925
128	18.775	83.975
129	18.775	84.025
130	18.775	84.075
131	18.775	84.125
132	18.775	84.175
133	18.775	84.225
134	18.775	84.275
135	18.775	84.325
136	18.775	84.375
137	18.775	84.425
138	18.775	84.475
139	18.775	84.525
140	18.775	84.575
141	18.725	83.175
142	18.725	83.225
143	18.725	83.275
144	18.725	83.325
145	18.725	83.375
146	18.725	83.425
147	18.725	83.475
148	18.725	83.525
149	18.725	83.575
150	18.725	83.625
151	18.725	83.675
152	18.725	83.725
153	18.725	83.775
154	18.725	83.825
